"","INPUT","OUTPUT","COUNT"
"1182","for following the","hilltop",6
"1183","for quite some","time",6
"1184","for the day","and",6
"1185","for the follow","back",6
"1186","for the purpose","of",6
"1187","from one of","the",6
"1188","get used to","it",6
"1189","give it to","you",6
"1190","glad to have","you",6
"1191","go back to","the",6
"1192","go for a","walk",6
"1193","going to be","able",6
"1194","going to be","an",6
"1195","going to be","on",6
"1196","going to see","the",6
"1197","going to try","to",6
"1198","good luck to","everyone",6
"1199","grind grind grind","grind",6
"1200","had a bit","of",6
"1201","had nothing to","do",6
"1202","has a lot","to",6
"1203","has always been","a",6
"1204","has been one","of",6
"1205","has nothing to","do",6
"1206","have a feeling","that",6
"1207","have a great","trip",6
"1208","have an awesome","day",6
"1209","have been confirmed","as",6
"1210","have to figure","out",6
"1211","having a great","day",6
"1212","here are a","few",6
"1213","here are some","of",6
"1214","hit me up","if",6
"1215","hope everyone had","a",6
"1216","hour and a","half",6
"1217","how many of","you",6
"1218","i am about","to",6
"1219","i am looking","for",6
"1220","i am such","a",6
"1221","i can do","this",6
"1222","i cant figure","out",6
"1223","i cant tell","you",6
"1224","i cant think","of",6
"1225","i cant wait","until",6
"1226","i could have","been",6
"1227","i could use","a",6
"1228","i decided to","make",6
"1229","i do have","a",6
"1230","i do not","have",6
"1231","i dont have","the",6
"1232","i dont know","but",6
"1233","i dont know","i",6
"1234","i dont know","where",6
"1235","i dont need","a",6
"1236","i dont think","there",6
"1237","i dont think","you",6
"1238","i feel like","ive",6
"1239","i get to","see",6
"1240","i go to","bed",6
"1241","i have never","been",6
"1242","i have never","seen",6
"1243","i hope that","you",6
"1244","i hope you","dont",6
"1245","i hope you","enjoyed",6
"1246","i just found","out",6
"1247","i just saw","a",6
"1248","i just wanted","to",6
"1249","i know you","will",6
"1250","i like the","idea",6
"1251","i love a","good",6
"1252","i love the","way",6
"1253","i remember when","i",6
"1254","i think it","will",6
"1255","i tried to","get",6
"1256","i want to","make",6
"1257","i want to","read",6
"1258","i wanted to","share",6
"1259","i was just","thinking",6
"1260","i was pleasantly","surprised",6
"1261","i was ready","to",6
"1262","i wasnt able","to",6
"1263","i went to","a",6
"1264","i will be","back",6
"1265","i will be","on",6
"1266","i would have","liked",6
"1267","id love to","hear",6
"1268","if i can","get",6
"1269","if i had","to",6
"1270","if i wanted","to",6
"1271","if they want","to",6
"1272","if you are","in",6
"1273","if you have","been",6
"1274","if you want","a",6
"1275","if youre going","to",6
"1276","ill be sure","to",6
"1277","illinois incorporated in","item",6
"1278","im just going","to",6
"1279","im not the","only",6
"1280","im pretty sure","i",6
"1281","in a few","hours",6
"1282","in a world","where",6
"1283","in honor of","the",6
"1284","in my head","i",6
"1285","in my last","post",6
"1286","in new york","city",6
"1287","in one of","my",6
"1288","in order to","get",6
"1289","in the bottom","of",6
"1290","in the hands","of",6
"1291","in the last","few",6
"1292","in the late","s",6
"1293","in the long","run",6
"1294","in the mood","to",6
"1295","in the parking","lot",6
"1296","in the past","and",6
"1297","in the second","half",6
"1298","is a piece","of",6
"1299","is an example","of",6
"1300","is it bad","that",6
"1301","is it possible","to",6
"1302","is not in","the",6
"1303","is part of","the",6
"1304","is subject to","change",6
"1305","is the only","one",6
"1306","is the same","as",6
"1307","it is a","great",6
"1308","it is hard","to",6
"1309","it is not","a",6
"1310","it is not","just",6
"1311","it may not","be",6
"1312","it might be","a",6
"1313","it seems as","if",6
"1314","it was a","little",6
"1315","it was a","lot",6
"1316","it was a","very",6
"1317","it was going","to",6
"1318","it was just","a",6
"1319","it was the","best",6
"1320","it was then","that",6
"1321","it was worth","it",6
"1322","its been a","long",6
"1323","its like to","be",6
"1324","its never too","late",6
"1325","ive always wanted","to",6
"1326","ive been meaning","to",6
"1327","just a few","of",6
"1328","just a matter","of",6
"1329","just found out","that",6
"1330","know how it","goes",6
"1331","know i know","i",6
"1332","know what i","mean",6
"1333","know whats going","on",6
"1334","know who you","are",6
"1335","let me know","i",6
"1336","let us know","what",6
"1337","like it was","a",6
"1338","live up to","the",6
"1339","looking forward to","hearing",6
"1340","love to see","a",6
"1341","love you i","love",6
"1342","made it to","the",6
"1343","many of you","are",6
"1344","may not be","a",6
"1345","me when i","was",6
"1346","might be able","to",6
"1347","more than a","few",6
"1348","mothers day to","you",6
"1349","my friends and","family",6
"1350","need to do","is",6
"1351","need to get","a",6
"1352","not a lot","of",6
"1353","not looking forward","to",6
"1354","not meant to","be",6
"1355","not much of","a",6
"1356","not sure how","i",6
"1357","now i have","to",6
"1358","now i need","to",6
"1359","now im going","to",6
"1360","of one of","my",6
"1361","of the day","i",6
"1362","of the fact","that",6
"1363","of the rest","of",6
"1364","of the world","and",6
"1365","of the world","is",6
"1366","on a daily","basis",6
"1367","on a regular","basis",6
"1368","on the basis","of",6
"1369","on the night","of",6
"1370","on the phone","with",6
"1371","on the verge","of",6
"1372","on the way","back",6
"1373","one of the","greatest",6
"1374","one of the","top",6
"1375","out of the","park",6
"1376","out what to","do",6
"1377","over the last","years",6
"1378","over the next","few",6
"1379","over the past","few",6
"1380","part of the","world",6
"1381","ready to go","home",6
"1382","really looking forward","to",6
"1383","right now but","i",6
"1384","salt and pepper","to",6
"1385","say i love","you",6
"1386","sex and the","city",6
"1387","so i can","go",6
"1388","so it was","a",6
"1389","so its been","a",6
"1390","so that we","can",6
"1391","somebody that i","used",6
"1392","spent a lot","of",6
"1393","stay tuned for","more",6
"1394","take a moment","to",6
"1395","take the time","to",6
"1396","taking the time","to",6
"1397","thank you to","for",6
"1398","thanks for following","the",6
"1399","thanks for following","us",6
"1400","that can be","used",6
"1401","that i want","to",6
"1402","that there is","a",6
"1403","that this was","a",6
"1404","that we do","not",6
"1405","that we need","to",6
"1406","that you dont","have",6
"1407","that you want","to",6
"1408","the best in","the",6
"1409","the date of","the",6
"1410","the day of","the",6
"1411","the difference between","a",6
"1412","the first thing","i",6
"1413","the future of","the",6
"1414","the heart of","the",6
"1415","the hilltop on","twitter",6
"1416","the history of","the",6
"1417","the inside of","the",6
"1418","the last few","weeks",6
"1419","the last few","years",6
"1420","the list goes","on",6
"1421","the middle of","a",6
"1422","the most important","thing",6
"1423","the next few","months",6
"1424","the other day","and",6
"1425","the past few","months",6
"1426","the past few","years",6
"1427","the president of","the",6
"1428","the problem is","that",6
"1429","the shit out","of",6
"1430","the spirit of","the",6
"1431","the start of","a",6
"1432","the start of","the",6
"1433","the story of","the",6
"1434","the th anniversary","of",6
"1435","the two of","us",6
"1436","there has been","a",6
"1437","there is always","a",6
"1438","there is nothing","like",6
"1439","there was no","way",6
"1440","there were a","couple",6
"1441","there would be","a",6
"1442","they dont want","to",6
"1443","this is the","most",6
"1444","this is why","we",6
"1445","this part of","the",6
"1446","this time of","the",6
"1447","those of you","that",6
"1448","thought it was","a",6
"1449","three times a","day",6
"1450","time for me","to",6
"1451","to a lot","of",6
"1452","to all my","new",6
"1453","to all the","moms",6
"1454","to be a","bit",6
"1455","to be a","very",6
"1456","to be at","the",6
"1457","to be on","the",6
"1458","to come to","the",6
"1459","to deal with","the",6
"1460","to do the","same",6
"1461","to do what","i",6
"1462","to do with","it",6
"1463","to everyone who","came",6
"1464","to fall in","love",6
"1465","to find out","what",6
"1466","to focus on","the",6
"1467","to get away","from",6
"1468","to get back","into",6
"1469","to get ready","for",6
"1470","to go for","a",6
"1471","to go into","the",6
"1472","to go to","bed",6
"1473","to hear more","about",6
"1474","to keep track","of",6
"1475","to let me","know",6
"1476","to listen to","the",6
"1477","to live up","to",6
"1478","to make up","for",6
"1479","to me that","the",6
"1480","to meet up","with",6
"1481","to pick up","a",6
"1482","to say the","least",6
"1483","to see you","there",6
"1484","to send you","a",6
"1485","to sign up","for",6
"1486","to start a","new",6
"1487","to talk about","the",6
"1488","to the next","one",6
"1489","to the point","of",6
"1490","to the point","where",6
"1491","to you as","well",6
"1492","trying to find","a",6
"1493","trying to get","my",6
"1494","two and a","half",6
"1495","wait for the","new",6
"1496","wait to see","the",6
"1497","want to know","how",6
"1498","wanted to make","sure",6
"1499","was going to","have",6
"1500","was one of","my",6
"1501","was so excited","to",6
"1502","was the last","time",6
"1503","we are on","the",6
"1504","we cant wait","to",6
"1505","we hope to","see",6
"1506","we live in","a",6
"1507","what a beautiful","day",6
"1508","what do you","have",6
"1509","what happened to","the",6
"1510","what i can","do",6
"1511","what is it","that",6
"1512","what it means","to",6
"1513","what they are","doing",6
"1514","what would you","do",6
"1515","when i say","that",6
"1516","when i think","about",6
"1517","when i think","of",6
"1518","when was the","last",6
"1519","who came out","to",6
"1520","who do you","think",6
"1521","why is it","so",6
"1522","will be a","great",6
"1523","with a lot","of",6
"1524","with salt and","pepper",6
"1525","with the exception","of",6
"1526","would be a","great",6
"1527","would like to","see",6
"1528","you are interested","in",6
"1529","you are looking","for",6
"1530","you dont have","a",6
"1531","you dont need","to",6
"1532","you for following","me",6
"1533","you get the","idea",6
"1534","you have to","be",6
"1535","you have to","get",6
"1536","you i love","you",6
"1537","you know how","it",6
"1538","you look like","a",6
"1539","you want to","get",6
"1540","youre looking for","a",6
"1541","a case of","the",5
"1542","a certain kind","of",5
"1543","a chance to","see",5
"1544","a couple of","months",5
"1545","a day or","two",5
"1546","a deep breath","and",5
"1547","a dream i","was",5
"1548","a few days","and",5
"1549","a few days","later",5
"1550","a few minutes","before",5
"1551","a few times","a",5
"1552","a good place","to",5
