"","INPUT","OUTPUT","COUNT"
"80513","who enjoyed","their",2
"80514","who feel","trapped",2
"80515","who find","themselves",2
"80516","who follow","the",2
"80517","who gave","his",2
"80518","who gave","only",2
"80519","who gets","the",2
"80520","who go","to",2
"80521","who goes","to",2
"80522","who got","caught",2
"80523","who had","an",2
"80524","who had","become",2
"80525","who had","just",2
"80526","who had","no",2
"80527","who hadnt","even",2
"80528","who has","done",2
"80529","who has","had",2
"80530","who has","lived",2
"80531","who has","never",2
"80532","who has","seen",2
"80533","who has","taken",2
"80534","who has","two",2
"80535","who have","already",2
"80536","who have","supported",2
"80537","who have","taken",2
"80538","who have","yet",2
"80539","who hit","the",2
"80540","who holds","the",2
"80541","who is","at",2
"80542","who is","close",2
"80543","who is","here",2
"80544","who is","my",2
"80545","who is","our",2
"80546","who is","planning",2
"80547","who is","playing",2
"80548","who is","staying",2
"80549","who is","that",2
"80550","who just","got",2
"80551","who just","wanted",2
"80552","who knew","it",2
"80553","who know","a",2
"80554","who knows","the",2
"80555","who knows","they",2
"80556","who lie","on",2
"80557","who lives","next",2
"80558","who loved","me",2
"80559","who loves","his",2
"80560","who loves","to",2
"80561","who loves","you",2
"80562","who made","the",2
"80563","who managed","to",2
"80564","who may","not",2
"80565","who need","a",2
"80566","who needs","it",2
"80567","who no","longer",2
"80568","who on","the",2
"80569","who participated","in",2
"80570","who preached","the",2
"80571","who presided","over",2
"80572","who ran","the",2
"80573","who read","my",2
"80574","who really","do",2
"80575","who received","the",2
"80576","who refuse","to",2
"80577","who runs","the",2
"80578","who said","he",2
"80579","who said","i",2
"80580","who say","that",2
"80581","who says","it",2
"80582","who served","in",2
"80583","who should","i",2
"80584","who should","learn",2
"80585","who should","we",2
"80586","who shows","up",2
"80587","who that","is",2
"80588","who the","best",2
"80589","who they","were",2
"80590","who think","that",2
"80591","who think","they",2
"80592","who took","part",2
"80593","who u","are",2
"80594","who voted","for",2
"80595","who wants","a",2
"80596","who wants","it",2
"80597","who was","killed",2
"80598","who was","sitting",2
"80599","who was","the",2
"80600","who was","there",2
"80601","who was","trying",2
"80602","who was","wearing",2
"80603","who were","involved",2
"80604","who were","recruited",2
"80605","who will","listen",2
"80606","who will","pay",2
"80607","who will","play",2
"80608","who will","the",2
"80609","who wish","to",2
"80610","who wished","me",2
"80611","who won","the",2
"80612","who work","for",2
"80613","who works","for",2
"80614","who would","do",2
"80615","who would","never",2
"80616","who would","they",2
"80617","who wouldnt","have",2
"80618","who write","about",2
"80619","who ya","got",2
"80620","who you","really",2
"80621","who you","think",2
"80622","whoa thats","a",2
"80623","whole box","of",2
"80624","whole day","with",2
"80625","whole day","without",2
"80626","whole foods","and",2
"80627","whole idea","of",2
"80628","whole lot","better",2
"80629","whole mess","of",2
"80630","whole nother","story",2
"80631","whole thing","is",2
"80632","whole thing","was",2
"80633","whole wheat","pita",2
"80634","whole world","it",2
"80635","whom you","speak",2
"80636","whos at","the",2
"80637","whos coming","to",2
"80638","whos excited","to",2
"80639","whos getting","married",2
"80640","whos it","gonna",2
"80641","whos with","me",2
"80642","whos your","favorite",2
"80643","whose body","was",2
"80644","whose knowledge","of",2
"80645","why all","the",2
"80646","why are","all",2
"80647","why are","they",2
"80648","why arent","you",2
"80649","why bother","to",2
"80650","why but","i",2
"80651","why but","when",2
"80652","why didnt","i",2
"80653","why do","all",2
"80654","why do","my",2
"80655","why do","our",2
"80656","why do","parents",2
"80657","why do","some",2
"80658","why does","god",2
"80659","why does","this",2
"80660","why does","twitter",2
"80661","why dont","they",2
"80662","why he","didnt",2
"80663","why he","is",2
"80664","why i","got",2
"80665","why i","had",2
"80666","why i","hate",2
"80667","why i","have",2
"80668","why i","just",2
"80669","why i","keep",2
"80670","why i","like",2
"80671","why i","said",2
"80672","why i","wasnt",2
"80673","why im","tweeting",2
"80674","why is","a",2
"80675","why is","everyone",2
"80676","why is","that",2
"80677","why it","was",2
"80678","why must","you",2
"80679","why not","go",2
"80680","why not","help",2
"80681","why should","she",2
"80682","why so","many",2
"80683","why some","of",2
"80684","why some","people",2
"80685","why thank","you",2
"80686","why that","is",2
"80687","why the","heck",2
"80688","why they","have",2
"80689","why this","is",2
"80690","why was","she",2
"80691","why we","dont",2
"80692","why we","have",2
"80693","why we","must",2
"80694","why we","should",2
"80695","why what","did",2
"80696","why wouldnt","they",2
"80697","why you","like",2
"80698","why you","not",2
"80699","why youre","the",2
"80700","wi on","september",2
"80701","wicket to","fall",2
"80702","wide at","the",2
"80703","wide awake","and",2
"80704","wide selection","of",2
"80705","wide variety","of",2
"80706","wife and","kids",2
"80707","wife has","been",2
"80708","wife thought","it",2
"80709","wife wants","to",2
"80710","wil lmake","my",2
"80711","wild and","crazy",2
"80712","wild and","free",2
"80713","wild pack","of",2
"80714","will agree","with",2
"80715","will allow","them",2
"80716","will also","use",2
"80717","will appear","in",2
"80718","will at","least",2
"80719","will attempt","to",2
"80720","will be","after",2
"80721","will be","alright",2
"80722","will be","amazing",2
"80723","will be","announcing",2
"80724","will be","appreciated",2
"80725","will be","awesome",2
"80726","will be","completely",2
"80727","will be","cool",2
"80728","will be","donated",2
"80729","will be","down",2
"80730","will be","either",2
"80731","will be","empty",2
"80732","will be","following",2
"80733","will be","fully",2
"80734","will be","fun",2
"80735","will be","heading",2
"80736","will be","heard",2
"80737","will be","helpful",2
"80738","will be","holding",2
"80739","will be","home",2
"80740","will be","it",2
"80741","will be","killed",2
"80742","will be","known",2
"80743","will be","less",2
"80744","will be","looking",2
"80745","will be","losing",2
"80746","will be","may",2
"80747","will be","months",2
"80748","will be","of",2
"80749","will be","okay",2
"80750","will be","or",2
"80751","will be","paid",2
"80752","will be","part",2
"80753","will be","picked",2
"80754","will be","placed",2
"80755","will be","popping",2
"80756","will be","provided",2
"80757","will be","quite",2
"80758","will be","read",2
"80759","will be","ready",2
"80760","will be","real",2
"80761","will be","releasing",2
"80762","will be","representing",2
"80763","will be","reviewing",2
"80764","will be","right",2
"80765","will be","safe",2
"80766","will be","screening",2
"80767","will be","sending",2
"80768","will be","sent",2
"80769","will be","sharing",2
"80770","will be","some",2
"80771","will be","something",2
"80772","will be","spending",2
"80773","will be","starting",2
"80774","will be","talking",2
"80775","will be","time",2
"80776","will be","too",2
"80777","will be","waiting",2
"80778","will be","well",2
"80779","will be","with",2
"80780","will be","without",2
"80781","will be","worth",2
"80782","will because","im",2
"80783","will become","one",2
"80784","will become","the",2
"80785","will but","you",2
"80786","will call","it",2
"80787","will care","for",2
"80788","will catch","a",2
"80789","will certainly","add",2
"80790","will certainly","be",2
"80791","will change","my",2
"80792","will choose","the",2
"80793","will close","it",2
"80794","will come","from",2
"80795","will come","in",2
"80796","will come","true",2
"80797","will cover","the",2
"80798","will deal","with",2
"80799","will definitely","keep",2
"80800","will deliver","a",2
"80801","will do","all",2
"80802","will do","anything",2
"80803","will do","for",2
"80804","will do","so",2
"80805","will eat","it",2
"80806","will email","you",2
"80807","will end","with",2
"80808","will ensure","that",2
"80809","will ever","come",2
"80810","will ever","know",2
"80811","will fight","to",2
"80812","will find","it",2
"80813","will find","some",2
"80814","will find","that",2
"80815","will focus","on",2
"80816","will follow","the",2
"80817","will follow","up",2
"80818","will for","us",2
"80819","will get","harder",2
"80820","will get","him",2
"80821","will get","hurt",2
"80822","will get","lucky",2
"80823","will get","them",2
"80824","will give","me",2
"80825","will gladly","help",2
"80826","will go","a",2
"80827","will go","and",2
"80828","will go","back",2
"80829","will go","down",2
"80830","will go","for",2
"80831","will go","up",2
"80832","will guide","you",2
"80833","will happen","again",2
"80834","will happen","someday",2
"80835","will happen","soon",2
"80836","will have","no",2
"80837","will have","some",2
"80838","will help","to",2
"80839","will hold","a",2
"80840","will host","a",2
"80841","will i","do",2
"80842","will i","hope",2
"80843","will increase","the",2
"80844","will inspire","you",2
"80845","will just","be",2
"80846","will just","make",2
"80847","will just","take",2
"80848","will keep","in",2
"80849","will keep","that",2
"80850","will keep","your",2
"80851","will know","that",2
"80852","will know","the",2
"80853","will learn","best",2
"80854","will learn","to",2
"80855","will like","it",2
"80856","will likely","be",2
"80857","will likely","come",2
"80858","will listen","to",2
"80859","will look","at",2
"80860","will look","better",2
"80861","will love","the",2
"80862","will make","every",2
"80863","will make","its",2
"80864","will make","next",2
"80865","will make","this",2
"80866","will meet","the",2
"80867","will miss","it",2
"80868","will miss","you",2
"80869","will never","die",2
"80870","will never","ever",2
"80871","will never","fall",2
"80872","will never","give",2
"80873","will never","happen",2
"80874","will never","let",2
"80875","will never","stop",2
"80876","will not","ever",2
"80877","will not","get",2
"80878","will not","go",2
"80879","will not","lie",2
"80880","will not","listen",2
"80881","will not","miss",2
"80882","will not","name",2
"80883","will not","stay",2
"80884","will not","vibrate",2
"80885","will notice","me",2
"80886","will of","the",2
"80887","will open","to",2
"80888","will participate","in",2
"80889","will pay","off",2
"80890","will play","a",2
"80891","will play","for",2
"80892","will post","some",2
"80893","will probably","include",2
"80894","will pull","a",2
"80895","will put","it",2
"80896","will reach","the",2
"80897","will read","the",2
"80898","will reduce","the",2
"80899","will remain","open",2
"80900","will require","a",2
"80901","will reveal","a",2
"80902","will run","from",2
"80903","will save","them",2
"80904","will see","if",2
"80905","will see","it",2
"80906","will see","lots",2
"80907","will see","the",2
"80908","will see","this",2
"80909","will see","what",2
"80910","will sell","out",2
"80911","will set","you",2
"80912","will share","the",2
"80913","will she","be",2
"80914","will show","different",2
"80915","will smith","was",2
"80916","will soon","come",2
"80917","will start","at",2
"80918","will stop","at",2
"80919","will support","and",2
"80920","will take","care",2
"80921","will take","on",2
"80922","will take","that",2
"80923","will teach","you",2
"80924","will thank","me",2
"80925","will they","come",2
"80926","will they","get",2
"80927","will to","be",2
"80928","will travel","to",2
"80929","will try","and",2
"80930","will urge","you",2
"80931","will use","the",2
"80932","will we","be",2
"80933","will we","have",2
"80934","will win","all",2
"80935","will win","the",2
"80936","will work","it",2
"80937","will work","with",2
"80938","will you","do",2
"80939","will you","follow",2
"80940","will you","get",2
"80941","will you","know",2
"80942","will you","read",2
"80943","will you","take",2
"80944","willie mays","the",2
"80945","willing to","concede",2
"80946","willing to","give",2
"80947","willing to","negotiate",2
"80948","willing to","pay",2
"80949","willing to","put",2
"80950","willing to","sacrifice",2
"80951","willing to","teach",2
"80952","willing to","try",2
"80953","wilson is","a",2
"80954","wim van","hooste",2
"80955","win a","copy",2
"80956","win a","set",2
"80957","win a","trip",2
"80958","win gift","certificates",2
"80959","win last","night",2
"80960","win one","of",2
"80961","win the","championship",2
"80962","win the","olympics",2
"80963","win the","state",2
"80964","win the","super",2
"80965","win tix","to",2
"80966","wind and","the",2
"80967","wind but","i",2
"80968","wind the","optimist",2
"80969","window of","my",2
"80970","windy gap","firming",2
"80971","wine and","a",2
"80972","wine at","the",2
"80973","wine fest","this",2
"80974","wine in","the",2
"80975","wine makers","and",2
"80976","wing of","the",2
"80977","winner chosen","by",2
"80978","winner from","the",2
"80979","winner must","live",2
"80980","winner of","a",2
"80981","winner will","have",2
"80982","winners of","the",2
"80983","winning a","cup",2
"80984","winning isnt","everything",2
"80985","wins in","a",2
"80986","wins the","last",2
"80987","winter and","the",2
"80988","winter is","a",2
"80989","winter when","they",2
"80990","wiped out","the",2
"80991","wis will","remain",2
"80992","wisconsin and","marquette",2
"80993","wisconsin department","of",2
"80994","wish everyone","a",2
"80995","wish happy","birthday",2
"80996","wish i","can",2
"80997","wish i","did",2
"80998","wish i","knew",2
"80999","wish i","never",2
"81000","wish i","saw",2
"81001","wish i","wasnt",2
"81002","wish is","to",2
"81003","wish me","and",2
"81004","wish my","baby",2
"81005","wish she","would",2
"81006","wish they","didnt",2
"81007","wish they","had",2
"81008","wish to","find",2
"81009","wish to","see",2
"81010","wish u","were",2
"81011","wish u","would",2
"81012","wish would","follow",2
"81013","wish you","and",2
"81014","wish you","would",2
"81015","wished me","a",2
"81016","wishes they","were",2
"81017","wishing i","had",2
"81018","wishing i","was",2
"81019","wishing you","the",2
"81020","with a","bad",2
"81021","with a","base",2
"81022","with a","beard",2
"81023","with a","beautiful",2
"81024","with a","black",2
"81025","with a","body",2
"81026","with a","brand",2
"81027","with a","brick",2
"81028","with a","broken",2
"81029","with a","builtin",2
"81030","with a","camera",2
"81031","with a","card",2
"81032","with a","case",2
"81033","with a","chocolate",2
"81034","with a","clean",2
"81035","with a","client",2
"81036","with a","cookie",2
"81037","with a","creamy",2
"81038","with a","cute",2
"81039","with a","daughter",2
"81040","with a","different",2
"81041","with a","discount",2
"81042","with a","family",2
"81043","with a","foundation",2
"81044","with a","friendly",2
"81045","with a","fun",2
"81046","with a","glioblastoma",2
"81047","with a","guy",2
"81048","with a","hammer",2
"81049","with a","hearty",2
"81050","with a","high",2
"81051","with a","highly",2
"81052","with a","homemade",2
"81053","with a","k",2
"81054","with a","large",2
"81055","with a","larger",2
"81056","with a","light",2
"81057","with a","list",2
"81058","with a","major",2
"81059","with a","medium",2
"81060","with a","message",2
"81061","with a","million",2
"81062","with a","minute",2
"81063","with a","mix",2
"81064","with a","more",2
"81065","with a","name",2
"81066","with a","note",2
"81067","with a","pace",2
"81068","with a","person",2
"81069","with a","picture",2
"81070","with a","piece",2
"81071","with a","population",2
"81072","with a","purpose",2
"81073","with a","red",2
"81074","with a","series",2
"81075","with a","shot",2
"81076","with a","side",2
"81077","with a","soft",2
"81078","with a","solid",2
"81079","with a","spatula",2
"81080","with a","specific",2
"81081","with a","stick",2
"81082","with a","stop",2
"81083","with a","story",2
"81084","with a","string",2
"81085","with a","strong",2
"81086","with a","task",2
"81087","with a","tasty",2
"81088","with a","three",2
"81089","with a","title",2
"81090","with a","traditional",2
"81091","with a","variety",2
"81092","with a","vengeance",2
"81093","with a","walk",2
"81094","with a","warning",2
"81095","with a","water",2
"81096","with a","white",2
"81097","with a","whole",2
"81098","with a","win",2
"81099","with a","workout",2
"81100","with a","yo",2
"81101","with all","its",2
"81102","with all","sorts",2
"81103","with all","their",2
"81104","with all","these",2
"81105","with all","thine",2
"81106","with all","those",2
"81107","with all","we",2
"81108","with along","with",2
"81109","with america","my",2
"81110","with an","acoustic",2
"81111","with an","ak",2
"81112","with an","amazing",2
"81113","with an","audience",2
"81114","with an","awesome",2
"81115","with an","empty",2
"81116","with an","extraordinary",2
"81117","with an","image",2
"81118","with an","incredible",2
"81119","with an","interesting",2
"81120","with an","iphone",2
"81121","with an","l",2
"81122","with an","obscure",2
"81123","with an","older",2
"81124","with and","cant",2
"81125","with and","that",2
"81126","with and","they",2
"81127","with and","through",2
"81128","with and","to",2
"81129","with and","what",2
"81130","with another","that",2
"81131","with at","least",2
"81132","with at","the",2
"81133","with bad","credit",2
"81134","with because","of",2
"81135","with black","stripes",2
"81136","with both","hands",2
"81137","with cinnamon","and",2
"81138","with cinnamon","powder",2
"81139","with classical","music",2
"81140","with color","and",2
"81141","with copics","and",2
"81142","with dealing","with",2
"81143","with do","not",2
"81144","with easy","answers",2
"81145","with even","a",2
"81146","with every","single",2
"81147","with family","and",2
"81148","with friends","at",2
"81149","with friends","on",2
"81150","with glossy","accents",2
"81151","with great","people",2
"81152","with great","power",2
"81153","with help","from",2
"81154","with her","as",2
"81155","with her","boyfriend",2
"81156","with her","family",2
"81157","with her","hands",2
"81158","with her","looks",2
"81159","with her","sister",2
"81160","with her","so",2
"81161","with her","song",2
"81162","with her","the",2
"81163","with him","a",2
"81164","with him","as",2
"81165","with him","at",2
"81166","with him","but",2
"81167","with him","coming",2
"81168","with him","in",2
"81169","with him","not",2
"81170","with him","on",2
"81171","with him","then",2
"81172","with him","you",2
"81173","with his","dad",2
"81174","with his","eyes",2
"81175","with his","father",2
"81176","with his","friend",2
"81177","with his","girl",2
"81178","with his","hands",2
"81179","with his","nd",2
"81180","with his","right",2
"81181","with his","work",2
"81182","with if","you",2
"81183","with im","not",2
"81184","with in","my",2
"81185","with it","all",2
"81186","with it","as",2
"81187","with it","if",2
"81188","with it","ill",2
"81189","with it","this",2
"81190","with it","two",2
"81191","with it","unless",2
"81192","with it","you",2
"81193","with its","own",2
"81194","with just","one",2
"81195","with less","than",2
"81196","with lets","go",2
"81197","with little","or",2
"81198","with long","hair",2
"81199","with looking","forward",2
"81200","with lower","prices",2
"81201","with many","other",2
"81202","with me","a",2
"81203","with me","about",2
"81204","with me","after",2
"81205","with me","as",2
"81206","with me","by",2
"81207","with me","how",2
"81208","with me","is",2
"81209","with me","more",2
"81210","with me","please",2
"81211","with me","she",2
"81212","with me","the",2
"81213","with milk","and",2
"81214","with minutes","left",2
"81215","with most","people",2
"81216","with my","boo",2
"81217","with my","book",2
"81218","with my","boy",2
"81219","with my","camera",2
"81220","with my","car",2
"81221","with my","case",2
"81222","with my","copic",2
"81223","with my","cousins",2
"81224","with my","coworker",2
"81225","with my","cricut",2
"81226","with my","daughter",2
"81227","with my","dear",2
"81228","with my","discovery",2
"81229","with my","distress",2
"81230","with my","face",2
"81231","with my","girl",2
"81232","with my","hair",2
"81233","with my","head",2
"81234","with my","iphone",2
"81235","with my","kitty",2
"81236","with my","lady",2
"81237","with my","little",2
"81238","with my","lovely",2
"81239","with my","mother",2
"81240","with my","mum",2
"81241","with my","other",2
"81242","with my","phone",2
"81243","with my","roommate",2
"81244","with my","sweetie",2
"81245","with my","team",2
"81246","with my","twitter",2
"81247","with natural","light",2
"81248","with nicole","and",2
"81249","with no","college",2
"81250","with no","gaps",2
"81251","with no","obligation",2
"81252","with no","one",2
"81253","with no","other",2
"81254","with no","shoes",2
"81255","with no","sign",2
"81256","with no","where",2
"81257","with no","work",2
"81258","with nothing","to",2
"81259","with old","friends",2
"81260","with old","standbys",2
"81261","with one","direction",2
"81262","with only","two",2
"81263","with other","nations",2
"81264","with other","officers",2
"81265","with others","and",2
"81266","with others","i",2
"81267","with our","country",2
"81268","with our","customers",2
"81269","with our","kids",2
"81270","with our","vet",2
"81271","with out","it",2
"81272","with peanut","butter",2
"81273","with people","and",2
"81274","with people","i",2
"81275","with people","in",2
"81276","with percent","of",2
"81277","with perfecting","the",2
"81278","with plastic","wrap",2
"81279","with points","but",2
"81280","with poised","creation",2
"81281","with practice","i",2
"81282","with respect","and",2
"81283","with rice","milk",2
"81284","with should","be",2
"81285","with socks","on",2
"81286","with some","awesome",2
"81287","with some","issues",2
"81288","with some","old",2
"81289","with some","serious",2
"81290","with some","very",2
"81291","with someone","and",2
"81292","with someone","elses",2
"81293","with someone","if",2
"81294","with sour","cream",2
"81295","with spellbinders","dies",2
"81296","with splashes","of",2
"81297","with sufficient","thrust",2
"81298","with sugar","and",2
"81299","with that","being",2
"81300","with that","little",2
"81301","with that","maybe",2
"81302","with that","person",2
"81303","with that","thats",2
"81304","with the","acid",2
"81305","with the","aftermath",2
"81306","with the","always",2
"81307","with the","assistance",2
"81308","with the","author",2
"81309","with the","awesome",2
"81310","with the","beer",2
"81311","with the","bird",2
"81312","with the","body",2
"81313","with the","british",2
"81314","with the","chinese",2
"81315","with the","chocolate",2
"81316","with the","competition",2
"81317","with the","concept",2
"81318","with the","cover",2
"81319","with the","crew",2
"81320","with the","daisy",2
"81321","with the","department",2
"81322","with the","double",2
"81323","with the","egg",2
"81324","with the","ever",2
"81325","with the","father",2
"81326","with the","final",2
"81327","with the","fire",2
"81328","with the","flour",2
"81329","with the","friends",2
"81330","with the","girl",2
"81331","with the","goal",2
"81332","with the","guidance",2
"81333","with the","guys",2
"81334","with the","high",2
"81335","with the","housing",2
"81336","with the","information",2
"81337","with the","iowa",2
"81338","with the","knowledge",2
"81339","with the","last",2
"81340","with the","letter",2
"81341","with the","lies",2
"81342","with the","link",2
"81343","with the","lions",2
"81344","with the","little",2
"81345","with the","local",2
"81346","with the","lovely",2
"81347","with the","message",2
"81348","with the","mixer",2
"81349","with the","nice",2
"81350","with the","numbers",2
"81351","with the","ones",2
"81352","with the","opening",2
"81353","with the","orange",2
"81354","with the","pass",2
"81355","with the","people",2
"81356","with the","pick",2
"81357","with the","pictures",2
"81358","with the","potential",2
"81359","with the","pretty",2
"81360","with the","program",2
"81361","with the","pungleme",2
"81362","with the","rules",2
"81363","with the","science",2
"81364","with the","second",2
"81365","with the","service",2
"81366","with the","settlement",2
"81367","with the","slight",2
"81368","with the","snow",2
"81369","with the","songs",2
"81370","with the","standard",2
"81371","with the","story",2
"81372","with the","strength",2
"81373","with the","subject",2
"81374","with the","thing",2
"81375","with the","thought",2
"81376","with the","tiny",2
"81377","with the","top",2
"81378","with the","treatment",2
"81379","with the","trees",2
"81380","with the","truth",2
"81381","with the","universe",2
"81382","with the","university",2
"81383","with the","unknown",2
"81384","with the","utmost",2
"81385","with the","victims",2
"81386","with the","video",2
"81387","with their","cellphones",2
"81388","with their","children",2
"81389","with them","but",2
"81390","with them","is",2
"81391","with them","it",2
"81392","with them","or",2
"81393","with them","to",2
"81394","with them","when",2
"81395","with these","kids",2
"81396","with these","two",2
"81397","with things","like",2
"81398","with this","because",2
"81399","with this","great",2
"81400","with this","guy",2
"81401","with this","is",2
"81402","with this","just",2
"81403","with this","person",2
"81404","with this","project",2
"81405","with this","tweet",2
"81406","with this","years",2
"81407","with those","people",2
"81408","with today","and",2
"81409","with tonight","at",2
"81410","with tons","of",2
"81411","with union","leaders",2
"81412","with us","all",2
"81413","with us","harry",2
"81414","with us","i",2
"81415","with us","right",2
"81416","with us","through",2
"81417","with us","to",2
"81418","with us","tomorrow",2
"81419","with us","tonight",2
"81420","with weapons","and",2
"81421","with what","really",2
"81422","with what","youre",2
"81423","with which","i",2
"81424","with which","the",2
"81425","with which","to",2
"81426","with white","and",2
"81427","with who","you",2
"81428","with whom","i",2
"81429","with yet","another",2
"81430","with you","a",2
"81431","with you","again",2
"81432","with you","always",2
"81433","with you","at",2
"81434","with you","by",2
"81435","with you","happy",2
"81436","with you","how",2
"81437","with you","so",2
"81438","with you","some",2
"81439","with you","there",2
"81440","with you","this",2
"81441","with you","though",2
"81442","with you","until",2
"81443","with you","we",2
"81444","with you","when",2
"81445","with you","yesterday",2
"81446","with you","you",2
"81447","with youget","it",2
"81448","with your","children",2
"81449","with your","choice",2
"81450","with your","day",2
"81451","with your","family",2
"81452","with your","favorite",2
"81453","with your","loved",2
"81454","with your","messaging",2
"81455","with your","move",2
"81456","with your","name",2
"81457","with your","new",2
"81458","with your","skin",2
"81459","with your","teens",2
"81460","within a","half",2
"81461","within a","minute",2
"81462","within a","month",2
"81463","within about","a",2
"81464","within the","city",2
"81465","within the","first",2
"81466","within the","last",2
"81467","within the","world",2
"81468","within two","days",2
"81469","without a","fight",2
"81470","without a","license",2
"81471","without a","thought",2
"81472","without any","encouragement",2
"81473","without any","of",2
"81474","without electricity","for",2
"81475","without feeling","like",2
"81476","without going","into",2
"81477","without loss","of",2
"81478","without missing","a",2
"81479","without saying","it",2
"81480","without talking","about",2
"81481","without the","need",2
"81482","without them","we",2
"81483","without too","much",2
"81484","without works","is",2
"81485","without worrying","about",2
"81486","without you","around",2
"81487","without your","help",2
"81488","wizard of","oz",2
"81489","woke them","up",2
"81490","woke up","early",2
"81491","woke up","feeling",2
"81492","woke up","from",2
"81493","woke up","late",2
"81494","woke up","not",2
"81495","woke up","singing",2
"81496","woke up","speaking",2
"81497","woke up","to",2
"81498","woke up","today",2
"81499","woken up","at",2
"81500","woman i","have",2
"81501","woman in","a",2
"81502","woman in","the",2
"81503","woman on","the",2
"81504","woman who","had",2
"81505","women are","not",2
"81506","women are","used",2
"81507","women dont","get",2
"81508","women exceeding","three",2
"81509","women in","a",2
"81510","women in","uniform",2
"81511","women of","the",2
"81512","women older","than",2
"81513","women on","the",2
"81514","women who","dont",2
"81515","womenowned businesses","in",2
"81516","won the","last",2
"81517","won tonight","but",2
"81518","wonder how","authentic",2
"81519","wonder if","he",2
"81520","wonder if","ill",2
"81521","wonder if","im",2
"81522","wonder if","my",2
"81523","wonder if","theres",2
"81524","wonder if","you",2
"81525","wonder is","it",2
"81526","wonder what","her",2
"81527","wonder what","kind",2
"81528","wonder what","other",2
"81529","wonder what","the",2
"81530","wonder where","he",2
"81531","wonder where","hed",2
"81532","wonder why","i",2
"81533","wondered if","i",2
"81534","wondered if","you",2
"81535","wonderful mothers","out",2
"81536","wonderfully creamy","and",2
"81537","wondering how","the",2
"81538","wondering if","there",2
"81539","wondering if","u",2
"81540","wondering if","you",2
"81541","wondering what","i",2
"81542","wondering where","the",2
"81543","wont be","any",2
"81544","wont be","enough",2
"81545","wont be","expecting",2
"81546","wont be","on",2
"81547","wont be","seeing",2
"81548","wont be","so",2
"81549","wont be","too",2
"81550","wont do","it",2
"81551","wont do","that",2
"81552","wont get","a",2
"81553","wont get","that",2
"81554","wont get","to",2
"81555","wont give","up",2
"81556","wont go","away",2
"81557","wont have","all",2
"81558","wont kill","the",2
"81559","wont know","until",2
"81560","wont last","long",2
"81561","wont let","him",2
"81562","wont let","you",2
"81563","wont like","it",2
"81564","wont listen","to",2
"81565","wont need","my",2
"81566","wont see","any",2
"81567","wont stop","tweeting",2
"81568","wont waste","your",2
"81569","woo hoo","more",2
"81570","wood chips","on",2
"81571","word about","the",2
"81572","word for","antiwhite",2
"81573","word for","it",2
"81574","word like","a",2
"81575","word of","this",2
"81576","word this","year",2
"81577","word to","describe",2
"81578","words and","a",2
"81579","words can","hurt",2
"81580","words cant","even",2
"81581","words i","can",2
"81582","words i","ever",2
"81583","words i","love",2
"81584","words of","mr",2
"81585","words of","the",2
"81586","words on","paper",2
"81587","words that","follow",2
"81588","words we","are",2
"81589","words you","have",2
"81590","wore me","out",2
"81591","work after","a",2
"81592","work and","being",2
"81593","work and","having",2
"81594","work and","my",2
"81595","work and","not",2
"81596","work and","take",2
"81597","work and","the",2
"81598","work and","then",2
"81599","work and","to",2
"81600","work and","with",2
"81601","work and","yet",2
"81602","work at","home",2
"81603","work at","it",2
"81604","work at","least",2
"81605","work back","to",2
"81606","work but","as",2
"81607","work but","i",2
"81608","work but","it",2
"81609","work cut","out",2
"81610","work do","you",2
"81611","work ethic","and",2
"81612","work for","them",2
"81613","work from","home",2
"81614","work goes","well",2
"81615","work harder","and",2
"81616","work has","been",2
"81617","work i","dont",2
"81618","work i","like",2
"81619","work i","spent",2
"81620","work i","was",2
"81621","work in","a",2
"81622","work in","my",2
"81623","work in","other",2
"81624","work into","it",2
"81625","work is","in",2
"81626","work it","girl",2
"81627","work next","week",2
"81628","work of","these",2
"81629","work on","that",2
"81630","work on","their",2
"81631","work one","day",2
"81632","work out","a",2
"81633","work out","for",2
"81634","work out","like",2
"81635","work so","i",2
"81636","work so","it",2
"81637","work something","out",2
"81638","work their","way",2
"81639","work they","do",2
"81640","work they","have",2
"81641","work this","is",2
"81642","work time","for",2
"81643","work to","get",2
"81644","work to","the",2
"81645","work together","and",2
"81646","work together","to",2
"81647","work toward","them",2
"81648","work very","hard",2
"81649","work was","a",2
"81650","work well","for",2
"81651","work with","me",2
"81652","work with","this",2
"81653","work with","your",2
"81654","work work","work",2
"81655","worked at","the",2
"81656","worked for","me",2
"81657","worked hard","and",2
"81658","worked on","it",2
"81659","worked out","about",2
"81660","worked out","well",2
"81661","worked with","an",2
"81662","worked with","him",2
"81663","worked with","their",2
"81664","workers so","i",2
"81665","working for","an",2
"81666","working for","you",2
"81667","working from","my",2
"81668","working i","didnt",2
"81669","working on","getting",2
"81670","working on","his",2
"81671","working out","a",2
"81672","working out","and",2
"81673","working out","in",2
"81674","working right","now",2
"81675","working so","hard",2
"81676","working with","us",2
"81677","workings of","the",2
"81678","works and","what",2
"81679","works at","a",2
"81680","works in","the",2
"81681","works really","well",2
"81682","works well","for",2
"81683","world a","better",2
"81684","world after","all",2
"81685","world and","for",2
"81686","world and","let",2
"81687","world and","we",2
"81688","world as","a",2
"81689","world as","they",2
"81690","world but","she",2
